app_ref,council_id,lat,lng,applicant1,applicant2,applicant3,received_date,decision_date,address1,address2,address3,address4,decision,status,details,url,tweet_id
3906/10,3,53.3250305,-6.2580138,,,,2010-11-05,2010-12-17,"4, Rugby Road, Ranelagh, Dublin 6",,,,D,3,New single and two storey return incorporating two rooflights to single storey,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3906/10,1
3907/10,3,53.3293776,-6.2297589,,,,2010-11-05,2010-12-15,"244, Merrion Road, Ballsbridge, Dublin 4",,,,C,9,"Refurbishment and extension of the existing 2 storey over basement, terraced",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3907/10,1
3908/10,3,,,,,,2010-11-05,2011-03-07,"Road Network at Balbutcher Lane North & South, Poppintree Park Lane West, & Hampton Woods Access Road, Ballymun, Dublin 11",,,,C,9,LAW - Modifications to road network,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3908/10,1
3909/10,3,53.3588773,-6.2875531,,,,2010-11-05,2010-12-21,"21, Annamoe Road, Cabra, Dublin 7",,,,C,9,Conversion of attic to store with dormer roof at side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3909/10,1
3910/10,3,53.3451576,-6.2659849,,,,2010-11-05,2011-01-07,"9, Essex Street East, Dublin 2",,,,R,9,Change of use of part of ground floor from hotel store to pizza restaurant,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3910/10,1
3911/10,3,53.3454699,-6.2666299,,,,2010-11-05,2011-01-07,"9, Wellington Quay, Dublin 2",,,,C,9,PROTECTED STRUCTURE-Change of use from hotel store to use as a public house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3911/10,1
3912/10,3,53.3379276,-6.2528849,,,,2010-11-08,2011-01-11,"134/135, Baggot Street Lower, Dublin 2",,,,C,9,Change of use from offices to 2-bed apartment on 3rd floor penthouse level,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3912/10,1
3913/10,3,,,,,,2010-11-08,2011-01-11,"Penneys Stores, P.O. Box 644, 47, Mary Street, fronting Jervis Street & Parnell Street, Dublin 1",,,,C,9,PROTECTED STRUCTURE-Reopening of part of 1st floor stock area as retail,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3913/10,1
3914/10,3,53.3612581,-6.1982616,,,,2010-11-08,2010-11-11,"6, Belgrove Road, Clontarf, Dublin 3",,,,N,0,Erect dormer style dwelling to the rear with demolition of garage,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3914/10,1
3915/10,3,53.3784274,-6.1957365,,,,2010-11-08,2011-01-11,"14, Rosemount Avenue, Artane, Dublin 5",,,,C,9,Modifying a driveway entrance so that width is reduced to 3.5 metres,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3915/10,1
3916/10,3,53.3386709,-6.3002131,,,,2010-11-08,2011-01-07,"511, South Circular Road, Dublin 8",,,,C,9,New dormer windows to existing attic room and stairs to the rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3916/10,1
3917/10,3,,,,,,2010-11-08,2011-01-06,"8, Beatty's Avenue, Ballsbridge, Dublin 4",,,,C,9,Construct 2 storey extension to rear & new vehicular entrance to front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3917/10,1
3918/10,3,53.3642946,-6.2848441,,,,2010-11-08,2010-12-17,"68, Fassaugh Road, Cabra, Dublin 7",,,,C,9,Provision of car parking space & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3918/10,1
3919/10,3,53.347498,-6.266778,,,,2010-11-08,2010-12-16,"61-66, Jervis Street, And 11-17, Abbey Street Upper, Dublin 1",,,,C,9,Change of use of 203sq.m of the ground floor at existing multi-storey,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3919/10,1
3920/10,3,53.3416291,-6.2581533,,,,2010-11-08,2011-01-11,"51B, Dawson Street, Dublin 2",,,,C,9,PROTECTED STRUCTURE: Change of use to retail,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3920/10,1
3921/10,3,53.3349046,-6.2175176,,,,2010-11-08,2011-01-07,"34, Seafort Gardens, Sandymount, Dublin 4",,,,C,9,For a two storey extension to side & rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3921/10,1
3922/10,3,53.3660856,-6.1740704,,,,2010-11-09,2011-01-12,"Manresa, Jesuit Centre of Spirituality, 426, Clontarf Road, Dollymount, Dublin 3",,,,C,9,PROTECTED STRUCTURE-Construct single storey flat-roofed extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3922/10,1
3923/10,3,53.3620407,-6.1857318,,,,2010-11-09,2010-11-18,"57, Seapark Drive, Clontarf, Dublin 3",,,,N,0,RETENTION: Dormer window to rear of house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3923/10,1
3924/10,3,53.3290763,-6.2590296,,,,2010-11-09,2011-01-12,"22, Ranelagh Road, Dublin 6",,,,R,9,PROTECTED STRUCTURE-Demolish existing extension & construct new extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3924/10,1
3925/10,3,53.3617596,-6.1979931,,,,2010-11-09,2011-01-12,"35, Belgrove Road, Clontarf, Dublin 3",,,,C,9,New rear part single storey part 2 storey extension & conversion of attic,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3925/10,1
3927/10,3,,,,,,2010-11-09,2010-11-15,"5-6, John's Lane West, With Frontage To St. Augustine Street, & John Street, Dublin 8",,,,N,0,Amendments to previously approved development ref. no. 3994/07,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3927/10,1
3928/10,3,53.3227694,-6.2540426,,,,2010-11-10,2011-01-13,"16, Beechwood Avenue Lower, Ranelagh, Dublin 6",,,,C,9,RETENTION-For 2 storey domestic extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3928/10,1
3929/10,3,53.3198133,-6.2537447,,,,2010-11-10,2011-01-13,"60, Beechwood Avenue Upper, Ranelagh, Dublin 6",,,,C,9,Demolish lean-to kitchen to rear & construct new extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3929/10,1
3930/10,3,,,,,,2010-11-10,2010-12-01,"Lidl Store, 130, Slaney Road, Glasnevin, Dublin 11",,,,N,0,Single storey extension with flat roof & enclosed external plant area,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3930/10,1
3931/10,3,,,,,,2010-11-10,2010-11-16,"6-7, Burgh Quay, (Formerly Aviation House), Dublin 2",,,,N,0,"Change of use of the existing building with GFA of 3,693sq.m",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3931/10,1
3933/10,3,,,,,,2010-11-10,2011-01-10,"Apartment 11, 41-43, Park Avenue, Sandymount, Dublin 4",,,,C,9,Attic conversion to existing 2nd floor 2 bedroom apartment incorporating 7 no,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3933/10,1
3934/10,3,53.3418535,-6.250712,,,,2010-11-10,2011-01-13,"22-28, Lincoln Place, Dublin 2",,,,C,9,PROTECTED STRUCTURE - new glazed revolving doors and associated works including,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3934/10,1
3935/10,3,,,,,,2010-11-10,2011-01-07,"4, Killester Avenue, Killester, Dublin 5",,,,C,9,Amendments to previously approved planning application No:4109/08 & 2023/10,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3935/10,1
3936/10,3,,,,,,2010-11-10,2011-01-07,"Dublin Institute of Technology, Kevin Street Lower, Dublin 8",,,,C,9,"Installation of photovoltaic panels, total area 45sqm, solar thermal panels",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3936/10,1
3938/10,3,53.3823236,-6.2467071,,,,2010-11-11,2011-01-12,"145, Iveragh Road, Whitehall, Dublin 9",,,,C,9,New vehicle access  to front & new single storey extension to side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3938/10,1
3939/10,3,53.3451576,-6.2659849,,,,2010-11-11,2010-11-16,"10, Wellington Quay & 8 Essex Street East, Dublin 2",,,,N,0,PROTECTED STRUCTURE-Conversion of 1no. sash window to French doors,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3939/10,1
3940/10,3,53.3757021,-6.2597989,,,,2010-11-11,2011-01-13,"8, Bantry Road, Drumcondra, Dublin 9",,,,C,9,Demolish existing detached garage & construct 2 storey extension to side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3940/10,1
3941/10,3,53.3560236,-6.2729536,,,,2010-11-11,2010-12-13,"5, Royal Canal Terrace, Broadstone, Dublin 7",,,,N,8,PROTECTED STRUCTURE - Extension and conversion of an existing garage for use,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3941/10,1
3942/10,3,53.3376436,-6.2460958,,,,2010-11-11,2011-01-11,"13, Mount Street Upper, Dublin 2",,,,C,9,PROTECTED STRUCTURE -Construction of rear gate and stone wall onto Stephens lane,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3942/10,1
3943/10,3,53.3179259,-6.3343818,,,,2010-11-11,2011-01-07,"132, Walkinstown Avenue, Walkinstown, Dublin 12",,,,C,9,"Single storey extension (revisions to previously approved plans, plan no 3303/09",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3943/10,1
3944/10,3,53.3854111,-6.189997,,,,2010-11-12,2011-01-05,"36, Brookfield, Artane, Dublin 5",,,,C,9,Extension to gable end of house above exising ground floor extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3944/10,1
3946/10,3,53.3201083,-6.2978538,,,,2010-11-12,2011-01-06,"141, Bangor Road, Kimmage, Dublin 12",,,,C,9,Modification and extension of existing single storey rear extension from 10.1sqm,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3946/10,1
3947/10,3,,,,,,2010-11-12,2010-11-18,"ESB's Ballyfermot Radio Site, Colepark Road, Ballyfermot, Dublin 10",,,,N,0,creation of a 1.1 metre wide pedestrian access adjacent to existing vehicular,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3947/10,1
3948/10,3,53.3189182,-6.3268755,,,,2010-11-12,2011-01-07,"14, Wallace Road, Walkinstown, Dublin 12",,,,C,9,2 storey extension to side of detached garage,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3948/10,1
3950/10,3,53.3229724,-6.2600556,,,,2010-11-12,2011-01-11,"7, Belgrave Square East, Dublin 6",,,,R,9,PROTECTED STRUCTURE - New vehicular entrance in existing front railings and the,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3950/10,1
3951/10,3,53.3786247,-6.1898514,,,,2010-11-12,2011-01-12,"33, Ennafort Road, Raheny, Dublin 5",,,,C,9,New pier to create widened vehicular site entrance to existing front driveway,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3951/10,1
3952/10,3,53.3448811,-6.2480142,,,,2010-11-12,2011-01-10,"Chartered Accountants House, 47-49, Pearse Street and 9-11 Magennis Place, Dublin 2",,,,C,9,modifications to previously approved Planning Permission Reg. Ref. 3293/06.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3952/10,1
3953/10,3,53.3281699,-6.3180173,,,,2010-11-12,2011-01-11,"195, Sperrin Road, Drimnagh, Dublin 12",,,,C,9,RETENTION - Single storey extension to front of existing dwelling and single,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3953/10,1
3954/10,3,53.3645802,-6.2228672,,,,2010-11-12,2010-11-19,"24, Hollybrook Grove, Clontarf, Dublin 3",,,,N,0,Relocation / widening of vehicular entrance driveway to front and demolition of,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3954/10,1
3955/10,3,53.3807443,-6.1893255,,,,2010-11-12,2011-01-05,"14, Ribh Avenue, Artane, Dublin 5",,,,C,9,Two storey bedroom and kitchen extension to rear of house.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3955/10,1
3956/10,3,53.3827723,-6.1913354,,,,2010-11-12,2010-11-22,"47, McAuley Park, Artane, Dublin 5",,,,N,0,Erection of new single storey porch extension to front and kitchen / dining room,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3956/10,1
3957/10,3,,,,,,2010-11-12,2011-01-12,"43, Rathvale Avenue, Ayrfield, Dublin 13",,,,C,9,Bathroom extension to side of house together with internal alterations and for,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3957/10,1
3958/10,3,,,,,,2010-11-15,2011-01-07,"6, Grange Abbey Road, Donaghmede, Dublin 13",,,,C,9,Conversion of attic space to playroom / study and WC with new dormer to the rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3958/10,1
3960/10,3,53.391451,-6.2569229,,,,2010-11-15,2011-01-12,"110, Shanliss Road, Santry, Dublin 9",,,,C,9,Extension at first floor level (33sqm) at the rear of the dwelling consisting of,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3960/10,1
3961/10,3,,,,,,2010-11-15,2011-01-17,"Topaz Service Station, Malahide Road, Balgriffin, Dublin 17",,,,R,9,Erection of a 15 metre free standing streetworks monopole communications support,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3961/10,1
3962/10,3,53.3629528,-6.2193787,,,,2010-11-15,2011-01-18,"46-47, Clontarf Road, Clontarf, Dublin 3",,,,C,9,RETENTION - 1.875m high metal post and glazed wind break at the front and side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3962/10,1
3963/10,3,53.3321742,-6.2176282,,,,2010-11-15,2011-01-17,"32, Claremont Park, Sandymount, Dublin 4",,,,C,9,Conversion of existing domestic garage (12.0sqm) incorporating family room & WC,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3963/10,1
3964/10,3,53.325938,-6.3238465,,,,2010-11-15,2011-01-12,"38, Brandon Road, Drimnagh, Dublin 12",,,,C,9,1 no. driveway / parking space accessed from Brandon Road by means of a new,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3964/10,1
3965/10,3,53.3250804,-6.3136311,,,,2010-11-15,2011-01-06,"352, Kildare Road, Crumlin, Dublin 12",,,,N,0,New single storey extension to the rear of existing dwelling and all associated,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3965/10,1
3966/10,3,,,,,,2010-11-15,2011-01-07,"Apartment No. 5, Sandymount Village Centre, Sandymount Road, Sandymount, Dublin 4",,,,C,9,4 no. new velux rooflights to pitched roof facing onto Sandymount Road.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3966/10,1
3967/10,3,,,,,,2010-11-15,2010-11-19,"Guinness Storehouse, Market Street, Dublin 8",,,,N,0,PROTECTED STRUCTURE - proposed changes of use and minor modifications,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3967/10,1
3968/10,3,53.3850538,-6.2347909,,,,2010-11-15,2011-01-18,"92, Shantalla Road, Beaumont, Dublin 9",,,,C,9,Construction in side garden of a two storey detached dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3968/10,1
3969/10,3,53.3595342,-6.2821496,,,,2010-11-16,2011-01-13,"15, Charleville Road, Phibsborough, Dublin 7",,,,C,9,Covered walkway to the gable side of the existing house - area 28sqm,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3969/10,1
3970/10,3,53.3593313,-6.2443273,,,,2010-11-16,2011-01-17,"27, Kings Avenue, Ballybough, Dublin 3",,,,C,9,"RETENTION - existing single storey extension to rear, consisting of kitchen",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3970/10,1
3971/10,3,53.3612581,-6.1982616,,,,2010-11-16,2011-01-19,"6, Belgrove Road, Clontarf, Dublin 3",,,,C,9,Dormer style dwelling to the rear of,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3971/10,1
3972/10,3,,,,,,2010-11-16,2010-11-19,"Templeogue Synge Street GAA, Dolphin Park, Crumlin Road, Dublin 12",,,,N,0,"15 metre monopole carrying telecommunications equipment, associated cabinets",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3972/10,1
3973/10,3,,,,,,2010-11-16,2010-11-22,"Ash Mews, Charleville Close, Rathmines, Dublin 6",,,,N,0,Construct new single storey extension to rear of existing structure,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3973/10,1
3974/10,3,53.351776,-6.2552047,,,,2010-11-16,2011-01-12,"81, Gardiner Street Lower, Dublin 1",,,,C,9,PROTECTED STRUCTURE-Internal refurbishment works to 2nd floor apartment,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3974/10,1
3975/10,3,53.3403471,-6.2347982,,,,2010-11-16,2011-01-19,"8, Hope Street, Dublin 4",,,,C,9,Demolish derelict extension & construct 1 storey rear extension in its place,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3975/10,1
3976/10,3,53.394308,-6.2517259,,,,2010-11-16,2011-01-12,"73, Shanliss Avenue, Santry, Dublin 9",,,,C,9,Dishing of footpath to allow vehicular access to property,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3976/10,1
3977/10,3,53.3366592,-6.2655077,,,,2010-11-16,2011-01-19,"18, Wexford Street, Dublin 2",,,,R,9,RETENTION - Sale of hot food for consumption off the premises ancillary to the,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3977/10,1
3978/10,3,53.3599976,-6.1959618,,,,2010-11-16,2011-01-19,"10, Vernon Avenue, Clontarf, Dublin 3",,,,D,3,"Change of use from residential to ground floor retail unit, with ancillary",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3978/10,1
3979/10,3,,,,,,2010-11-16,2011-01-12,"59, Kinvara Park, Navan Road, Dublin 7",,,,C,9,RETENTION-Removal of pedestrian access for new 3.0m wide vehicular access,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3979/10,1
3980/10,3,,,,,,2010-11-16,2011-01-18,"25, Pembroke Park, Donnybrook, Dublin 4",,,,C,9,Change of use/reversion from established use to single dwelling house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3980/10,1
3981/10,3,,,,,,2010-11-17,2011-01-19,"Maryfield College, Glandore Road, Dublin 9",,,,C,9,Demolish prefab locker room & construct replacement single storey locker room,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3981/10,1
3983/10,3,53.3213303,-6.2643644,,,,2010-11-17,2011-01-14,"13, Church Gardens, Rathmines, Dublin 6",,,,C,9,PROTECTED STRUCTURE-Refurbishment & extension to existing 2 storey house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3983/10,1
3984/10,3,53.3281349,-6.2982103,,,,2010-11-17,2011-01-14,"260, Sundrive Road, Crumlin, Dublin 12",,,,C,9,Remove the existing pier to widen the opening to the front boudary wall,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3984/10,1
3985/10,3,53.3184591,-6.2388576,,,,2010-11-17,2011-01-20,"18, Eglinton Road, Dublin 4",,,,R,9,Demolish outbuildings & construct new 2 storey over basement dwelling house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3985/10,1
3986/10,3,53.3650797,-6.2345157,,,,2010-11-17,2011-01-17,"25, Fairview Green, Fairview, Dublin 3",,,,C,9,New two storey extension with gable and pitched roof to match existing to side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3986/10,1
3988/10,3,,,,,,2010-11-18,2010-11-25,"8 Gilford Court, Rear of 101, Sandymount Avenue, Dublin 4",,,,N,0,Demolish garage & erect 2 storey detached mews dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3988/10,1
3989/10,3,53.3662628,-6.2169349,,,,2010-11-18,2010-11-25,"38, Hollybrook Road, Clontarf, Dublin 3",,,,N,0,PROTECTED STRUCTURE-Additional use of existing domestic kitchen as cookery,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3989/10,1
3990/10,3,53.3822889,-6.2241697,,,,2010-11-18,2011-01-19,"21, Elm Mount Grove, Beaumont, Dublin 9",,,,C,9,Conversion of existing store room to studyroom  to front of existing house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3990/10,1
3991/10,3,53.3868509,-6.1608342,,,,2010-11-18,2011-01-13,"24, Briarfield Road, Kilbarrack, Dublin 5",,,,C,9,New 1st floor extension over existing single storey side extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3991/10,1
3992/10,3,,,,,,2010-11-18,2010-11-24,"Supervalu, Units 1-7, Ground Floor ""College View"", corner of Ballymun Road and Silloge Road, Dublin 9",,,,N,0,Change of use of portion of existing storage space to west/rear of existing,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3992/10,1
3993/10,3,53.363945,-6.1953648,,,,2010-11-18,2011-01-21,"78A, Vernon Avenue, Clontarf, Dublin 3",,,,C,9,Extension & alterations to previously approved plans under ref. no. 2337/10,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3993/10,1
3994/10,3,53.3529241,-6.2320122,,,,2010-11-18,2011-01-19,"6, Caledon Road, East Wall, Dublin 3",,,,C,9,Demolish existing extension & construct new 2 storey pitched roof rear extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3994/10,1
