app_ref,council_id,lat,lng,applicant1,applicant2,applicant3,received_date,decision_date,address1,address2,address3,address4,decision,status,details,url,tweet_id
D0679/11,3,53.3333112,-6.2684804,,,,2011-02-23,2011-03-22,"45, HEYTESBURY STREET, DUBLIN 8",,,,N,8,Section 57 Declaration,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D0679/11,1
D0680/11,3,53.3441868,-6.2642062,,,,2011-02-28,,"NICOS, 53, DAME STREET, DUBLIN 2",,,,,,Section 57 Declaration,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D0680/11,1
WEB1018/11,3,53.390319,-6.2598105,,,,2011-02-01,2011-03-23,"39, Shanowen Grove, Santry, Dublin 9",,,,C,9,"The widening of the existing vehicular entrance to the front, the demolition of",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1018/11,1
WEB1019/11,3,53.3704594,-6.2077119,,,,2011-02-01,2011-03-25,"156, Howth Road, Dublin 3",,,,C,9,"Conversion of garage to front, 1st flr extension to side & rear, dormer to front",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1019/11,1
WEB1020/11,3,53.3838545,-6.3035073,,,,2011-02-07,2011-03-25,"30, Dunsink Road, Dublin 11",,,,C,9,Demolition of garage to side and construction of a extension to side and rear.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1020/11,1
WEB1021/11,3,53.3904542,-6.2134849,,,,2011-02-08,2011-04-01,"12, Kilmore Drive, Dublin 5",,,,R,9,Conversion of existing garage to provide for an ancillary family dwelling unit.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1021/11,1
WEB1022/11,3,53.3688831,-6.2383848,,,,2011-02-08,2011-03-28,"34, Philipsburgh Terrace, Marino, Dublin 3",,,,C,9,Construction of a new vehicular access to the front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1022/11,1
WEB1023/11,3,,,,,,2011-02-08,2011-02-14,"64, Killester Park, Killester, Dublin 5",,,,N,0,The development consists of the construction of a 3 bedroom detached 2 storey /,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1023/11,1
WEB1024/11,3,53.366784,-6.2282656,,,,2011-02-10,2011-02-18,"50, Malahide Road, Clontarf, Dublin 3",,,,N,0,Alterations and extension to the rear of the dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1024/11,1
WEB1025/11,3,53.3668846,-6.3042533,,,,2011-02-14,2011-04-08,"105, Nephin Road, Dublin 7",,,,C,9,Permission & Retention - For vehicular accesses & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1025/11,1
WEB1026/11,3,53.3954114,-6.2238081,,,,2011-02-15,2011-04-06,"31, Kilbarron Drive, Dublin 5",,,,C,9,"Removal of the chimney and attic extension with rear dormer with 2 no. windows,",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1026/11,1
WEB1027/11,3,53.363402,-6.187701,,,,2011-02-16,2011-04-08,"113, Seafield Road East, Clontarf, Dublin 3",,,,C,9,Demolish annex to side & construct 2 storey extension to side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1027/11,1
WEB1028/11,3,,,,,,2011-02-17,2011-02-25,"Unit 1-2, Ilac Centre, Mary Street, Dublin 1",,,,N,0,Permission is sought for signage,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1028/11,1
WEB1030/11,3,,,,,,2011-02-18,2011-04-14,"64, Killester Park, Killester, Dublin 5",,,,R,9,"I, Roisin Drew intend to apply for permission for development at this site No.64",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1030/11,1
WEB1031/11,3,53.3648105,-6.2765012,,,,2011-02-21,2011-04-07,"4, Shandon Park, Dublin 7",,,,N,2,Residential development including part demolition of existing rear extension at,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1031/11,1
WEB1032/11,3,53.337772,-6.2873302,,,,2011-02-21,2011-04-11,"3, Loreto Road, Maryland, Dublin 8",,,,C,9,The development will consist of a single storey extension to the side and rear o,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1032/11,1
WEB1033/11,3,53.3703911,-6.2043427,,,,2011-02-23,2011-04-14,"11, Dunseverick Road, Clontarf, Dublin 3",,,,C,9,Attic conversion including new rooflight to south facing front elevation,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1033/11,1
WEB1034/11,3,53.3625404,-6.2519121,,,,2011-02-24,2011-03-02,"167, Clonliffe Road, Dublin 3",,,,N,0,Demolition of existing two storey return and replacement with new two storey / p,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1034/11,1
WEB1035/11,3,53.3626445,-6.2181015,,,,2011-02-28,2011-03-04,"58, Clontarf Road, Clontarf, Dublin 3",,,,N,0,Permanent retention permission for the development of 1 no.6.4m x 3.2m 48 sheet,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1035/11,1
WEB1210/10,3,53.3550523,-6.2333053,,,,2010-10-14,2011-03-22,"71, Ravensdale Road, East Wall, Dublin 3",,,,C,9,Partial demolition & construction of 2 storey extension to side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1210/10,1
WEB1274/10,3,53.3332863,-6.2166543,,,,2010-12-23,2011-03-04,"77, Sandymount Road, Dublin 4",,,,C,9,Proposed (a) One & two storey rere and side extension (b) Insertion of window to,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1274/10,1
0040/11,3,,,,,,2011-03-04,2011-03-31,"Dr. Steeven's Hospital, St. Johns Road West, Dublin 8",,,,C,9,EXPP: Works to a timber fire escape stairs,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0040/11,1
0041/11,3,,,,,,2011-03-07,2011-04-01,"Beach Road/Church Avenue, Sandymount, Dublin  4",,,,C,9,EXPP: Section 5 Req for change of use from motor vehicle sale to Shop (Class 14),http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0041/11,1
0042/11,3,53.3226552,-6.2642948,,,,2011-03-07,2011-04-01,"18, Castlewood Avenue, Rathmines, Dublin 6",,,,D,3,EXPP-Internal and external works throughout,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0042/11,1
0043/11,3,,,,,,2011-03-07,2011-03-30,"Saint Crispin House, Synge Place, Harrington Street, Dublin 8",,,,C,9,SHEC-Part 4 storey & part 2 storey apartment building containing 4no. apartments,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0043/11,1
0044/11,3,,,,,,2011-03-10,2011-04-05,"The Royal Hospital, Bloomfield Avenue, Donnybrook, Dublin 4",,,,C,9,"EXPP-Extend football pitch, re-route footpath & planting of trees & shrubs",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0044/11,1
0045/11,3,53.3293045,-6.246335,,,,2011-03-11,2011-04-07,"79, Waterloo Lane, Dublin 4",,,,C,9,EXPP-To cover the existing red brickwork with wet dash render,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0045/11,1
0046/11,3,,,,,,2011-03-11,2011-04-07,"Dublin Bicycle Scheme, Various Locations Within Dublin 1, 7, 8 & 2",,,,C,9,EXPP-Development of the Dublin Bicycle Scheme bike stations throughout Dublin,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0046/11,1
0047/11,3,53.3201985,-6.2084924,,,,2011-03-15,2011-04-11,"72, St Alban's Park, Sandymount, Dublin  4.",,,,C,9,EXPP: Section 5 requested for proposed wall mounted solar panels .,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0047/11,1
0048/11,3,53.316576,-6.3151065,,,,2011-03-16,2011-04-12,"Salesian House (crumlin House), 45, St Teresa's Road, Crumlin, Dublin 12.",,,,N,2,EXPP: Works for improving facilities for the ageing Residents.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0048/11,1
0049/11,3,,,,,,2011-03-22,2011-04-12,"Glencarrig Court, Richmond Road, Dublin 3",,,,C,9,SHEC: Two penthouse apartments on top of existing apartment building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0049/11,1
0050/11,3,,,,,,2011-03-22,2011-04-18,"Units 12/14/15, Jervis Street Shopping Centre, Dublin 1",,,,C,9,EXPP: The change/reversion of use to retail,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0050/11,1
0051/11,3,,,,,,2011-03-22,2011-04-18,"Unit 1, Ossory Industrial Estate, Ossory Road, Dublin 3",,,,N,2,EXPP: In respect of established use,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0051/11,1
0052/11,3,53.3643217,-6.2098566,,,,2011-03-23,2011-03-25,"13, Kincora Drive, Clontarf, Dublin 3",,,,C,9,SHEC:(1unit) Construction of 1 half storey dormer style dwelling.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0052/11,1
0053/11,3,53.3152536,-6.2719032,,,,2011-03-25,2011-04-20,"49, Rathgar Road, Dublin 6",,,,D,3,EXPP - Renovation internally of protected strucrture to include re-wiring,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0053/11,1
0054/11,3,53.3214266,-6.2487988,,,,2011-03-28,2011-04-07,"53, Merton Drive, Ranelagh, Dublin 6",,,,C,9,SHEC: (1unit) Flat roofed 2-storey 3 bed House,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0054/11,1
0055/11,3,53.3646666,-6.3075383,,,,2011-03-31,2011-04-08,"122, Navan Road, Dublin 7",,,,R,9,EXPP: Non-habitable attic space conversion to study/playroom,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0055/11,1
0190/10,3,53.3235779,-6.239297,,,,2010-07-30,2011-04-12,"2, Mount Eden Road, Dublin 4",,,,C,9,EXPP:Replace aluminium conservatory with new uPVC conservatory.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=0190/10,1
1923/06/x1,3,,,,,,2011-03-01,2011-04-18,"Extension to Sillogue Link Road , (adjacent to new gateway housing andNorth of, 75-80, Sillogue Gardens, Sillogue, Ballymun, Dublin 9)",,,,C,9,Extension of Duration-2no. semi-detached sustainable-designed accessible homes,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=1923/06/x1,1
2033/11,3,53.3353695,-6.2752598,,,,2011-01-17,2011-04-14,"25/26, Blackpitts, Dublin 8",,,,C,9,"RETENTION of change of use from warehousing to religious, cultural & community",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2033/11,1
2280/11,3,53.3236256,-6.2969597,,,,2011-03-01,2011-04-19,"24, Clonmacnoise Road, Crumlin, Dublin 12",,,,C,9,Construction of single storey extension to front of existing dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2280/11,1
2282/11,3,,,,,,2011-03-01,2011-04-18,"Edward Mac Manus Pharmacy, Civic Centre, Main Street, Ballymun, Dublin 9",,,,C,9,RETENTION-Retain externally illuminated fascia sign & projection sign,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2282/11,1
2283/11,3,53.3259872,-6.2176262,,,,2011-03-01,2011-04-14,"72, Wilfield Road, Sandymount, Dublin 4",,,,C,9,Construction of tv room in rear garden of existing dwelling & convert attic,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2283/11,1
2284/11,3,,,,,,2011-03-01,2011-04-14,"The Laundry Room, Beechpark Avenue, Coolock Village, Dublin 5",,,,C,9,Change of use from laundrette to cafe with layout modifications,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2284/11,1
2285/11,3,,,,,,2011-03-01,2011-04-20,"St Vincent's Boys National School, William Street North, (at junction with Dunne Street), Dublin 1",,,,C,9,PROTECTED STRUCTURE-Revisions to previousl approved reg. ref. 4016/09,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2285/11,1
2286/11,3,53.3443353,-6.2598392,,,,2011-03-02,2011-04-20,"35, College Green, Dublin 2",,,,C,9,PROTECTED STRUCTURE: Change of use of ground floor & first floor mezzanine,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2286/11,1
2287/11,3,53.3605211,-6.2441703,,,,2011-03-02,2011-04-21,"74, Clonliffe Avenue, Ballybough, Dublin 3",,,,R,9,Changes to the approved development (registry reference 3565/10),http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2287/11,1
2288/11,3,53.3801298,-6.2254872,,,,2011-03-02,2011-04-20,"148, Elm Mount Avenue, Dublin 9",,,,C,9,Removing the existing roof hip and replacing it with a gable wall,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2288/11,1
2289/11,3,53.3902835,-6.1712079,,,,2011-03-02,2011-04-19,"22, Woodbine Road, Raheny, Dublin 5",,,,C,9,To construct single storey extension ground floor level attached to kitchen,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2289/11,1
2290/11,3,53.3379276,-6.2528849,,,,2011-03-02,2011-04-14,"134/135, Baggot Street Lower, Dublin 2",,,,C,9,"Amalgamation, internal alterations and change of use",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2290/11,1
2291/11,3,,,,,,2011-03-02,2011-04-26,"St. James's Hospital, James's Street, Dublin 8",,,,C,9,new single storey building for use as an electrical sub,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2291/11,1
2292/11,3,,,,,,2011-03-02,2011-04-26,"Hospital 1, St. James's Hospital, James's Street, Dublin 8",,,,C,9,PROTECTED STRUCTURE - removal of the existing lift shaft on the west side and,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2292/11,1
2294/11,3,53.3175494,-6.287509,,,,2011-03-02,2011-04-20,"28, Larkfield Grove, Harolds Cross, Dublin 6w",,,,C,9,Creation of proposed vehicular entrance to front of existing dwelling.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2294/11,1
2295/11,3,53.3647561,-6.3107298,,,,2011-03-02,2011-04-21,"78, Villa Park Gardens, Dublin 7",,,,C,9,Widening of existing vehicular entrance / gates from current 2.54m to 3.54m,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2295/11,1
2296/11,3,53.3758195,-6.2692809,,,,2011-03-02,2011-04-19,"7, Saint David's Terrace, Glasnevin, Dublin 9",,,,C,9,"To construct an 8.2sqm dormer, contained within rear slope",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2296/11,1
2297/11,3,53.342142,-6.2257302,,,,2011-03-02,2011-04-19,"6, St Patrick's Villas, Ringsend, Dublin 4",,,,C,9,Demolition of the existing single storey extension & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2297/11,1
2298/11,3,53.3141245,-6.238207,,,,2011-03-03,2011-04-20,"109, Clonskeagh Road, Dublin 6",,,,C,9,Alterations to existing shop fronty and provision of new signage.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2298/11,1
2299/11,3,53.3856035,-6.2019252,,,,2011-03-03,2011-04-20,"23, Saint Brendan's Avenue, Artane, Dublin 5",,,,C,9,"PERMISSION: Convert the attic space, RETENTION: Garage Conversion",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2299/11,1
2300/11,3,53.3224447,-6.2466574,,,,2011-03-03,2011-04-18,"102, Marlborough Road, Dublin 4",,,,N,2,PROTECTED STRUCTURE: Replacement of existing gravel & concrete slab to front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2300/11,1
2301/11,3,,,,,,2011-03-03,2011-04-20,"Rear Of, 26, Victoria Street, ( Fronting Avenue Road), Dublin 8",,,,C,9,Modifications to previously granted permission includes new roof type,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2301/11,1
2302/11,3,53.3752602,-6.1958945,,,,2011-03-03,2011-04-20,"310, Howth Road, Dublin 5",,,,C,9,"New one and a half storey detached 2 bed dwelling with windows to front, rear",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2302/11,1
2303/11,3,53.3458244,-6.25979,,,,2011-03-03,2011-04-26,"Temple Bar Hotel, 13-18, Fleet Street, Dublin 2",,,,R,9,Replacement of existing painted timber and PVC signage at first and second floor,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2303/11,1
2305/11,3,53.3470668,-6.26165,,,,2011-03-04,2011-04-19,"22, Bachelors Walk, Dublin 1",,,,C,9,Change of use of part of existing ground floor shop to coffee shop use,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2305/11,1
2306/11,3,53.3378777,-6.2524773,,,,2011-03-04,2011-04-26,"128, Baggot Street Lower, Dublin 2",,,,C,9,PROTECTED STRUCTURE-Works to existing 4 storey over basement building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2306/11,1
2307/11,3,53.3301179,-6.2412597,,,,2011-03-04,2011-04-14,"41, Wellington Road, Dublin 4",,,,C,9,PROTECTED STRUCTURE: Alterations to the front garden landscape,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2307/11,1
2308/11,3,,,,,,2011-03-04,2011-04-21,"69, Carndonagh Road, Donaghmede, Dublin 13",,,,C,9,New dormer roof to existing attic conversion,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2308/11,1
2309/11,3,53.3379492,-6.2416832,,,,2011-03-04,2011-04-26,"Unit 2, Ferry House, 48-53, Lower Mount Street, Dublin 2",,,,C,9,Change of use from office to gourmet hall (retail) including the provision of a,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2309/11,1
2310/11,3,53.3579324,-6.2557492,,,,2011-03-04,2011-04-26,"Fitzgibbon Street Garda Station, 29a, Fitzgibbon Street, Dublin 1",,,,D,3,Provision of a universal access ramp and Garda Lamp to the new public entance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2310/11,1
2311/11,3,,,,,,2011-03-07,2011-04-26,"The Chandler Building, Rathborne Village, Ashtown, Dublin 15",,,,C,9,Erection of a single TV satellite receiver dish & 11 Splinter boxes,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2311/11,1
2313/11,3,,,,,,2011-03-07,2011-04-06,"2A-2H, Rathborne Way, 11A-11H, Rathborne Close, Rathborne, Ashtown, Dublin 15",,,,N,0,Erection of two TV satellite receiver dishes & 16 splinter boxes,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2313/11,1
2314/11,3,,,,,,2011-03-07,2011-04-26,"Parkview, Rathborne, Ashtown, Dublin 15",,,,C,9,Erection of a single TV satellite receiver dish & 14 splinter boxes,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2314/11,1
2315/11,3,,,,,,2011-03-07,2011-04-26,"Rivervale, Rathborne, Ashtown, Dublin 15",,,,C,9,The erection of a single TV satellite receiver dish & 14 Splinter boxes,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2315/11,1
2316/11,3,,,,,,2011-03-07,2011-04-26,"The Tallow Building, Rathborne Village, Ashtown, Dublin 15",,,,C,9,The erection of a single TV satellite receiver dish & 8 Splinter Boxes.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2316/11,1
2317/11,3,,,,,,2011-03-07,2011-04-26,"The Waxworks Building, Rathborne Village, Ashtown, Dublin 15",,,,C,9,"Erection of a single TV satellite receiver dish, & 14 Splinter boxes.",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2317/11,1
2318/11,3,53.3603319,-6.2624654,,,,2011-03-07,2011-04-27,"27, Saint Benedict's Gardens, Dublin 7",,,,N,2,New single storey extension incorporating 2 no. velux rooflights,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2318/11,1
2319/11,3,,,,,,2011-03-07,2011-03-10,"42, Aikenhead Terrace, Stella Gardens, Ringsend, Dublin 4",,,,N,0,"New 2 storey extension to the rear, facing onto Philomena Terrace.",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2319/11,1
2320/11,3,53.3842571,-6.222054,,,,2011-03-07,2011-04-19,"65, Whitethorn Road, Artane, Dublin 5",,,,C,9,Single storey extension at side and rear.  To relocate front door and widen,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2320/11,1
2321/11,3,53.3194958,-6.2906228,,,,2011-03-07,2011-04-12,"282, Kimmage Road Lower, Dublin 6w",,,,N,0,Demolish car garage & construct 2 storey extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2321/11,1
2322/11,3,,,,,,2011-03-07,2011-04-26,"54-57, Mount Street Lower and Warrington Place, Dublin 2",,,,C,9,Erection of one illuminated external sign fixed at 4th floor facing onto,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2322/11,1
2323/11,3,,,,,,2011-03-07,2011-04-26,"54-57, Mount Street Lower & Warrington Place, Dublin 2",,,,C,9,Erection of two roof mounted antennae and a new double door to existing fifth,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2323/11,1
2324/11,3,,,,,,2011-03-07,2011-04-15,"Saint Crispin House, Synge Place, Harrington Street, Dublin 8",,,,C,9,Construction of part 4 storey part 2 storey apartment building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2324/11,1
2325/11,3,53.3630873,-6.2969218,,,,2011-03-07,2011-03-08,"Killala Road & Drumcliffe Road, Cabra West, Dublin 7",,,,N,8,To store floodwaters and reduce risk of flooding,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2325/11,1
2326/11,3,53.3703024,-6.2809997,,,,2011-03-08,2011-04-21,"9, Claremont Court, Glasnevin, Dublin 11",,,,R,9,"Contruction of a third storey (2nd floor) to include two bedrooms, bathroom",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2326/11,1
2327/11,3,53.3771994,-6.1659697,,,,2011-03-08,2011-04-26,"26A, Maywood Lawn, Raheny, Dublin 5",,,,C,9,RETENTION & PERMISSION - Retain existing shed & create utility room,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2327/11,1
2328/11,3,53.3858935,-6.180296,,,,2011-03-08,2011-04-07,"69, Edenmore Crescent, Raheny, Dublin 5",,,,N,0,Ground floor extension of 8sqm at the front of the existing dwelling.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2328/11,1
2329/11,3,53.3252053,-6.2602565,,,,2011-03-09,2011-04-27,"21, Mountpleasant Avenue Upper, Dublin 6",,,,C,9,Amendment to previously approved 2-storey mews house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2329/11,1
2330/11,3,,,,,,2011-03-09,2011-04-26,"Saint Patrick's University Hospital, Steeven's Lane, Dublin 8",,,,D,3,PROTECTED STRUTURE - Erection of 7 no. external fabric display banners 3.25m,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2330/11,1
2331/11,3,53.3434104,-6.3680483,,,,2011-03-09,2011-04-19,"490, Ballyfermot Road, Ballyfermot, Dublin 10",,,,N,2,Single storey extension to the front and back of existing dwelling.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2331/11,1
2332/11,3,,,,,,2011-03-09,2011-05-03,"Unit 3, 1, Fitzwilliam Street, (The Bottleworks), Ringsend, Dublin 4",,,,C,9,Change of use of retail unit to bookmakers office,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2332/11,1
2333/11,3,,,,,,2011-03-09,2011-04-29,"60, Mountshannon Road, South Circular Road, Dublin 8",,,,C,9,Alteration to condition no. 2 to permission ref. no. 4052/10,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2333/11,1
2334/11,3,,,,,,2011-03-09,2011-04-18,"Aras An Phiarsaigh, 207-211, Pearse Street, Dublin 2",,,,C,9,Construct 3.6m high louvre screen around existing plantroom with other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2334/11,1
2335/11,3,53.3736609,-6.2423572,,,,2011-03-09,2011-04-26,"141, Griffith Avenue, Dublin 9",,,,C,9,Demolish extension & construct new extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2335/11,1
2336/11,3,,,,,,2011-03-09,2011-05-03,"Saint Brendan's Hospital Complex, Grangegorman, Dublin 7",,,,N,2,PROTECTED STRUCTURE - Single storey ESB substation and associated client MV,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2336/11,1
2337/11,3,53.3483664,-6.2687283,,,,2011-03-09,2011-03-24,"33, Jervis Lane Upper, Site to the rear of 47 Capel Street, Dublin 1",,,,N,0,"Construction of a new, 6 storey (basement, ground, 1st, 2nd, 3rd and set back",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2337/11,1
